1990031400,24,322.5,322.5,322.5,322.5,322.5
1990031500,48,294.51,294.95,294.94,294,293.67
1990031600,72,273.54,272.9,274.79,271.02,269.66
1990031700,96,257.98,253.83,259.67,252.26,249.49
1990031800,120,244.03,236.94,245.69,236.03,232.36
1990031900,144,229.48,221.92,230.97,221.36,217.7
1990032000,168,215.39,208.76,216.77,208.32,205.11
1990032100,192,211.2,197.4,208.99,197.04,194.28
1990032200,216,219.05,187.6,209.96,187.31,188.43
1990032300,240,224.62,179.06,218.55,178.83,196.85
